1460;20219349;3273090; SMP NEGERI 18
1461;69774738;3273090; SMP SETIA BHAKTI
1462;20219495;3273090; SMP PGRI 7
1463;20219190;3273090; SMPI AL WASLIYAH
1464;20219365;3273090; SMP TULUS KARTIKA
1465;121232730032;3273100;MTs Miftahulfalah
1466;20252049;3273100; SMP PLUS OTISTA
1467;20219388;3273100; SMP NEGERI 51
1468;20219381;3273100; SMP NEGERI 48
1469;121232730035;3273101;MTs An Najiyah
1470;121232730038;3273101;MTs Az-Zahra
1471;69894966;3273101; SMP NEGERI 54
1472;121232730029;3273110;MTs Al Misbah
1473;121232730030;3273110;MTs Ar Rosyidiyah
1474;121232730031;3273110;MTs Kifayatul Achyar
1475;60725413;3273110; SMP AL ISLAM
1476;69899928;3273110; SMP KARYA BHAKTI
1477;20219204;3273110; SMP BINA PERSADA NUSANTARABPN
1478;20219506;3273110; SMP MUSLIMIN 5
1479;20219383;3273110; SMP NEGERI 46
1480;20219186;3273110; SMP BANDUNG INSTITUT
1481;60726518;3273111; SMP JUARA BANDUNG
1482;60728644;3273111; SMP PLUS TEMARA ILMU
1483;20219192;3273111; SMP AL HASAN
1484;60726014;3273111; SMP AL BIRUNI CERDAS MULIA
1485;20219458;3273111; SMP GUNA DHARMA
1486;20219445;3273111; SMP MUHAMMADIYAH 10
1487;121232730037;3273120;MTs Yasipa
1488;20219457;3273120; SMP GUPPI
1489;20219396;3273120; SMP NEGERI 8
1490;20254716;3273120; SMP PLUS BAITURRAHMAN
1491;20219364;3273120; SMP TRIYASA
1492;20219491;3273120; SMP PGRI 10
1493;20219460;3273120; SMP GANTRA
1494;20219459;3273120; SMP GEMA PANCASILA
1495;20279855;3273120; SMP DAARUL QURAN
1496;20219433;3273120; SMP KARYA PEMBANGUNAN 10
1497;20219378;3273120; SMP NEGERI 50
1498;60726085;3273121; SMP THARIIQUL JANNAH
1499;20219492;3273121; SMP PGRI 9
1500;121232730028;3273130;MTs YPPS Sukamiskin
1501;20219350;3273130; SMP NEGERI 17
1502;20280583;3273130; SMP BAHTERA
1503;20258091;3273130; SMP MUTIARA BUNDA
1504;20219490;3273130; SMP PLUS AL GHIFARI
1505;20219427;3273130; SMP LANGLANGBUANA 2
1506;69895399;3273130; SMP TAHFIZHUL QURAN AMANAH UMMAH
1507;20270078;3273130; SMP CENDEKIA MUDA
1508;69895402;3273130; SMP SURYA KENCANA BHAKTI
1509;20219425;3273130; SMP MUHAMMADIYAH 9
1510;20219194;3273130; SMP BINAHARAPAN
1511;121132730002;3273141;MTs Cicaheum
1512;20219380;3273141; SMP NEGERI 49
1513;20219440;3273141; SMP MUHAMMADIYAH 5
1514;20219438;3273141; SMP MUHAMMADIYAH 8
1515;20219384;3273141; SMP NEGERI 45
1516;69931767;3273141; SMP NURUL HIDAYAH
1517;20219494;3273141; SMP PGRI 8
1518;121232730040;3273142;MTs Miftahul Huda
1519;121232730041;3273142;MTs Assalaam
1520;20219193;3273142; SMP AL HADI BANDUNG
1521;69775307;3273142; SMP NEGERI 53
1522;60724618;3273142; SMP TUNAS UNGGUL
1523;121232730008;3273150;MTs Al Mursyid
1524;20219499;3273150; SMP NUSANTARA RAYA
1525;20219455;3273150; SMP IGNATIUS SLAMET RIYADI
1526;20219360;3273150; SMP SANTO YUSUP
1527;20247310;3273150; SMP KARYA NUSANTARA
1528;20219418;3273150; SMP NEGERI 37
1529;20219411;3273150; SMP NEGERI 30
1530;20251919;3273150; SMP BINA DHARMA 2
1531;20252187;3273150; SMP VIJAYA KUSUMA
1532;121232730009;3273160;MTs Al Hikmah
1533;121232730010;3273160;MTs Darul Hidayah
1534;20219484;3273160; SMP PGRI 3
1535;20219352;3273160; SMP YPU Bandung
1536;20219416;3273160; SMP NEGERI 4
1537;20219344;3273160; SMP NEGERI 20
1538;20219412;3273160; SMP NEGERI 31
1539;20219476;3273160; SMP PGRI 1
1540;20219221;3273170; SMP ADVENT NARIPAN
1541;20219450;3273170; SMP KARTIKA XIX-1
1542;20219203;3273170; SMP BPP
1543;20219375;3273170; SMP WYATA DHARMA
1544;20219511;3273170; SMP PASUNDAN 6
1545;20219376;3273170; SMP SANTA ANGELA
1546;20219379;3273170; SMP NEGERI 5
1547;20219347;3273170; SMP NEGERI 2
1548;69946478;3273170; SMP EDU GLOBAL
1549;20219474;3273180; SMP RAJAWALI
1550;20219328;3273180; SMP NEGERI 23
1551;20219400;3273180; SMP NEGERI 41
1552;20219398;3273180; SMP NEGERI 6
1553;20269707;3273180; SMP KRISTEN BALA KESELAMATAN
1554;20219509;3273180; SMP PAJAJARAN 1
1555;20219413;3273180; SMP NEGERI 32
1556;20219430;3273180; SMP KIANSANTANG
1557;69881575;3273180; SMP PELITA NUSANTARA
1558;20219513;3273180; SMP PASUNDAN 4
1559;20219208;3273180; SMP ADVENT CIMINDI
1560;20219205;3273180; SMP BPMD TARUNA
1561;20219366;3273180; SMP WARINGIN
1562;20219426;3273180; SMP LPPN
1563;20219441;3273180; SMP MUHAMMADIYAH 4
1564;20219338;3273180; SMP YWKA
1565;20219505;3273180; SMP MUTIARA 1
1566;20219503;3273180; SMP MUTIARA 4
1567;20219472;3273180; SMP KRISTEN 5 BPK PENABUR
1568;121232730003;3273190;MTs Asy Syarifiyyah
1569;20219382;3273190; SMP NEGERI 47
1570;20219443;3273190; SMP MUHAMMADIYAH 2
1571;20219487;3273190; SMP PUTRA PAJAJARAN
1572;20219337;3273190; SMP NEGERI 1
1573;20219371;3273190; SMP YAYASAN BUDI BAKTI
1574;20219394;3273190; SMP NEGERI 9
1575;20219461;3273190; SMP KRISTEN 1 BPK PENABUR
1576;20219373;3273190; SMP YAQIN
1577;20219467;3273190; SMP KRISTEN PAULUS
1578;20219465;3273190; SMP KRISTEN TRIMULIA
1579;20219493;3273190; SMP PGRI 4
1580;20219451;3273190; SMP KRISTEN 1 BINA BAKTI
1581;20219462;3273190; SMP KRISTEN 2 BINA BAKTI
1582;20219510;3273190; SMP PANDU
1583;20219189;3273190; SMP ANGKASA LANUD HUSEIN SASTRANEGARA
1584;20219470;3273190; SMP KRISTEN BPPK
1585;60726214;3273190; SMP HIKMAH TELADAN
1586;20219354;3273190; SMP YPI
1587;20219401;3273200; SMP NEGERI 40
1588;20219369;3273200; SMP YKPPK
1589;20219471;3273200; SMP KRISTEN BAPTIS
1590;20247311;3273200; SMP SANTA URSULA
1591;20219355;3273200; SMP TARUNA BAKTI
1592;20219385;3273200; SMP NEGERI 44
1593;20219479;3273200; SMP PERTIWI
1594;20219340;3273200; SMP NEGERI 14
1595;20219363;3273200; SMP SANTA MARIA
1596;69952844;3273200; SMP BPK PENABUR BANDA
1597;20219464;3273200; SMP KRISTEN YAHYA
1598;20219397;3273200; SMP NEGERI 7
1599;20219362;3273200; SMP SANTO ALOYSIUS
1600;121232730005;3273210;MTs Al Hasan
1601;121232730006;3273210;MTs Muhajirin
1602;121232730007;3273210;MTs Multazam
1603;20219428;3273210; SMP LANGLANGBUANA 1
1604;20219342;3273210; SMP NEGERI 22
1605;20219442;3273210; SMP MUHAMMADIYAH 3
1606;20219483;3273210; SMP PELITA
1607;20219372;3273210; SMP YAYASAN ATIKAN SUNDA
1608;20219407;3273210; SMP NEGERI 27
1609;60726290;3273210; SMP PGRI 11
1610;121232730004;3273220;MTs Al Burhan
1611;20219452;3273220; SMP ISTIQAMAH
1612;20219477;3273220; SMP PGII 2
1613;20219351;3273220; SMP NEGERI 16
1614;20219359;3273220; SMP SUMATERA 40
1615;69946751;3273220; SMP BINA SARANA CENDEKIA
1616;20219497;3273220; SMP PASUNDAN 8
1617;20219424;3273230; SMP SALMAN AL FARISI
1618;20219420;3273230; SMP NEGERI 35
1619;20219502;3273230; SMP NASIONAL
1620;20219485;3273230; SMP PGRI 6
1621;20219514;3273230; SMP PASUNDAN 3
1622;20219207;3273230; SMP ADVENT II BANDUNG
1623;20219206;3273230; SMP AL FALAH
1624;20219478;3273230; SMP PGII 1
1625;20219198;3273230; SMP DARUL HIKAM
1626;20219348;3273230; SMP NEGERI 19
